date,game,season,tournament,gameLength,firstPoints,firstNick,secondPoints,secondNick,thirdPoints,thirdNick,fourthPoints,fourthNick
19/11/2017,794,2,,H,12.4,Adrian,-8.4,Duro,34.1,Koki,-38.1,Michael
19/11/2017,795,2,,H,-13.9,Adrian,25.1,Koki,14.0,Lucio,-25.2,Naoko
19/11/2017,796,2,,H,14.8,Duro,15.4,Lucio,-11.0,Michael,-40.2,Naoko
19/11/2017,797,2,,T,28.8,Adrian,13.5,Koki,-29.2,Lucas,-13.1,Luli
19/11/2017,798,2,,H,-14.8,Adrian,-34.7,Koki,14.1,Michael,35.4,Naoko
19/11/2017,799,2,,H,-53.9,Duro,25.7,Lucas,47.9,Lucio,-19.7,Luli
19/11/2017,800,2,,H,38.2,Adrian,-47.2,Duro,22.7,Lucas,-13.7,Michael
19/11/2017,801,2,,H,5.2,Koki,-18.8,Lucio,-42.2,Luli,55.8,Naoko
19/11/2017,802,2,,H,16.7,Adrian,31.7,Lucio,-30.7,Michael,-17.7,Naoko
19/11/2017,803,2,,H,-43.8,Duro,32.4,Koki,-9.1,Lucas,20.5,Luli
20/11/2017,804,2,,H,23.0,Dario,12.0,Figo/Iori,-32.0,Lucas,-3.0,Pato
20/11/2017,805,2,,H,8.0,Koki,-2.0,Mati,-11.0,Naoko,27.0,Pedro
20/11/2017,806,2,,H,-29.0,Chiwi,32.0,Lucio,11.0,Mauro,-14.0,Romo
20/11/2017,807,2,,H,9.0,Guile,-28.0,Jess,24.0,Juli F,-5.0,Mayra
20/11/2017,808,2,,H,-35.0,Chiwi,35.0,Dario,-5.0,Mayra,7.0,Pedro
20/11/2017,809,2,,H,29.0,Figo/Iori,-41.0,Juli F,15.0,Koki,-3.0,Romo
20/11/2017,810,2,,H,-10.0,Guile,7.0,Lucas,40.0,Lucio,-37.0,Naoko
20/11/2017,811,2,,H,9.0,Jess,-33.0,Mati,32.0,Mauro,-8.0,Pato
20/11/2017,812,2,,H,9.0,Dario,20.0,Jess,-6.0,Koki,-23.0,Lucio
20/11/2017,813,2,,H,21.0,Figo/Iori,-9.0,Guile,-23.0,Mauro,11.0,Pedro
20/11/2017,814,2,,H,-19.0,Chiwi,3.0,Juli F,-8.0,Lucas,24.0,Mati
20/11/2017,815,2,,H,8.0,Mayra,22.0,Naoko,-24.0,Pato,-6.0,Romo
20/11/2017,816,2,,H,45.0,Figo/Iori,-21.0,Mauro,3.0,Mayra,-27.0,Pedro
20/11/2017,817,2,,H,-7.0,Guile,-25.0,Naoko,9.0,Pato,23.0,Romo
20/11/2017,818,2,,H,22.0,Chiwi,-22.0,Juli F,-37.0,Lucas,37.0,Mati
20/11/2017,819,2,,H,-12.0,Dario,37.0,Jess,-31.0,Koki,6.0,Lucio
20/11/2017,820,2,,H,28.8,Adrian,18.3,Lucas,-29.3,Luli,-17.8,Michael
20/11/2017,821,2,,H,17.0,Adrian,-11.6,Lucas,-40.2,Luli,34.8,Michael
20/11/2017,822,2,,H,11.1,Adrian,22.0,Lucas,-9.7,Luli,-23.4,Michael
21/11/2017,823,2,,H,9.8,Fer,-10.7,Lucas Albor,-23.3,Lucio,24.2,Luli
21/11/2017,824,2,,H,0.7,Lucas Albor,66.9,Lucio,-45.1,Luli,-22.5,Michael
21/11/2017,825,2,,H,-40.2,Aldana,32.7,Jess,21.9,Lucas,-14.4,Luli
21/11/2017,826,2,,H,-25.1,Fer,57.8,Jess,12.9,Lucas,-47.6,Michael
21/11/2017,827,2,,H,10.9,Auca,34.3,Figo/Iori,-10.5,Lucas Albor,-34.7,Lucio
21/11/2017,828,2,19,H,-15.4,Dario,43.3,Lucas,-36.5,Mati,8.6,Pedro
22/11/2017,829,2,,H,37.4,Figo/Iori,54.9,Koki,-18.0,Lucio,-74.3,Naoko
22/11/2017,830,2,,H,16.4,Fer,39.1,Lucas,-50.1,Lucio,-5.4,Michael
22/11/2017,831,2,,H,15.3,Adrian,-28.0,Figo/Iori,-17.1,Koki,29.8,Naoko
22/11/2017,832,2,,H,-49.3,Adrian,41.9,Fer,22.4,Lucio,-15.0,Michael
22/11/2017,833,2,,H,17.8,Figo/Iori,-41.5,Koki,44.9,Lucas,-21.2,Naoko
23/11/2017,834,2,,H,19.5,Fer,39.2,Figo/Iori,-37.7,Lucas,-21.0,Miguel
23/11/2017,835,2,,H,-31.9,Auca,33.4,JC,-19.1,Lucas,17.6,Nico
23/11/2017,836,2,,H,21.9,Amauri (BR),-34.8,Lucas,37.5,Lucio,-24.6,Nico
25/11/2017,837,2,,H,9.0,Jess,-12.3,Lucas,-22.5,Mati G. (minimati),25.8,Nico
25/11/2017,838,2,,H,-36.1,Alejandro,17.7,Fer,36.6,Mati G. (minimati),-18.2,Romo
25/11/2017,839,2,,H,20.6,Alejandro,37.3,Fer,-55.1,Mati G. (minimati),-2.8,Romo
25/11/2017,840,2,,H,-12.2,Adrian,15.4,Koki,-31.9,Michael,27.7,Naoko
25/11/2017,841,2,,H,-23.3,Adrian,1.9,Koki,-44.1,Michael,65.5,Naoko
25/11/2017,842,2,,H,46.7,Jess,7.5,Koki,-20.6,Haku/Kozi,-33.6,Nico
25/11/2017,843,2,,H,-39.4,Figo/Iori,-9.4,Lucas,34.9,Lucio,13.9,Luli
25/11/2017,844,2,,H,9.8,Jess,-31.0,Luli,-17.1,Naoko,38.3,Nico
25/11/2017,845,2,,H,-21.6,Figo/Iori,23.9,Koki,54.7,Lucio,-57.0,Michael
25/11/2017,846,2,,H,35.1,Adrian,-30.9,Haku/Kozi,-14.4,Lucas,10.2,Mauro
25/11/2017,847,2,,H,-46.1,Adrian,67.2,Figo/Iori,0.8,Lucas,-21.9,Luli
25/11/2017,848,2,,H,-43.9,Koki,13.3,Lucio,-26.9,Naoko,57.5,Nico
25/11/2017,849,2,,H,-29.4,Jess,6.9,Koki,-15.5,Mauro,38.0,Michael
25/11/2017,850,2,,H,-3.1,Figo/Iori,24.5,Lucio,-45.9,Michael,24.5,Nico
25/11/2017,851,2,,H,28.7,Adrian,-26.0,Koki,39.0,Lucas,-41.7,Luli
25/11/2017,852,2,,H,-30.8,Jess,-8.2,Haku/Kozi,-12.1,Mauro,31.1,Naoko
25/11/2017,853,2,,H,-15.7,Adrian,5.9,Figo/Iori,-29.3,Haku/Kozi,39.1,Michael
25/11/2017,854,2,,H,0.2,Jess,60.9,Koki,25.1,Lucas,-36.0,Naoko
25/11/2017,855,2,,H,-15.5,Lucio,34.6,Luli,10.3,Mauro,-29.4,Nico
25/11/2017,856,2,,H,-35.1,Adrian,37.8,Mauro,-17.8,Naoko,15.1,Nico
25/11/2017,857,2,,H,19.3,Figo/Iori,-13.8,Koki,44.8,Haku/Kozi,-50.3,Lucas
25/11/2017,858,2,,H,18.5,Jess,-8.6,Lucio,-48.4,Luli,38.5,Michael
27/11/2017,859,2,,H,23.8,Figo/Iori,42.5,Lucas,-38.4,Lucio,-27.9,Luli
27/11/2017,860,2,,H,14.3,Figo/Iori,-22.9,Lucas Albor,53.9,Michael,-45.3,Naoko
27/11/2017,861,2,,H,39.2,Duro,-15.8,Fer,12.0,Lucas Albor,-35.4,Michael
27/11/2017,862,2,,H,-13.7,Jess,-24.1,Koki,9.4,Michael,28.4,Naoko
27/11/2017,863,2,,H,-26.5,Jess,13.7,Koki,59.0,Lucio,-46.2,Pablo (2de6)
28/11/2017,864,2,,H,22.3,Adrian,-57.3,Dario,2.0,Koki,33.0,Naoko
28/11/2017,865,2,,H,45.2,Fer,10.6,Figo/Iori,-65.2,Lucio,-10.6,Nico
28/11/2017,866,2,,H,28.0,Adrian,-13.7,Dario,-27.8,Koki,13.5,Naoko
28/11/2017,867,2,,H,-41.7,Enio,-6.8,Figo/Iori,0.8,Mauro,29.3,Nico
28/11/2017,868,2,,H,19.9,Enio,-26.9,Lucio,-49.6,Mauro,56.6,Michael
28/11/2017,869,2,,H,27.2,Jess,14.5,Lucas,-31.8,Lucio,-9.9,Michael
28/11/2017,870,2,,H,-41.7,Fer,62.4,Figo/Iori,0.8,Lucas Albor,-21.5,Luli
28/11/2017,871,2,,H,15.0,Adrian,-39.1,Duro,-9.1,Koki,33.2,Naoko
28/11/2017,872,2,,T,39.1,Adrian,5.8,Enio,-29.7,Koki,-15.2,Lucio
28/11/2017,873,2,,H,31.8,Jess,-31.3,Lucas,11.1,Naoko,-31.6,Nico
02/12/2017,874,2,,H,44.5,Adrian,12.2,Lucio,-9.3,Mati,-47.4,Michael
02/12/2017,875,2,,H,19.8,Adrian,34.5,Auca,-46.8,Figo/Iori,-7.5,Lucio
02/12/2017,876,2,,H,-25.1,Fer,12.0,Lucas,-9.9,Mati,23.0,Michael
02/12/2017,877,2,,H,-52.8,Auca,62.7,Figo/Iori,6.8,Lucio,-16.7,Mati G. (minimati)
02/12/2017,878,2,,H,-28.5,Aldana,31.4,Duro,-14.7,Fer,11.8,Michael
02/12/2017,879,2,,H,25.7,Federico Albor,12.2,Figo/Iori,-12.1,Lucas Albor,-25.8,Mati G. (minimati)
02/12/2017,880,2,,H,-37.7,Aldana,19.0,Duro,-10.5,Figo/Iori,29.2,Michael
02/12/2017,881,2,,H,12.5,Koki,-7.6,Lucas,28.2,Naoko,-33.1,Romo
02/12/2017,882,2,,T,-16.9,Koki,35.1,Lucas,-27.8,Naoko,9.6,Romo
02/12/2017,883,2,,H,-22.7,Alejandro,26.9,Koki,9.2,Lucas,-13.4,Naoko
02/12/2017,884,2,,T,35.2,Adriel,24.4,Alejandro,-46.9,Auca,-12.7,Lucio
03/12/2017,885,2,,H,-17.7,Cristian (CL),-40.4,Jess,6.0,Lucas,52.1,Nico
03/12/2017,886,2,,H,-30.6,Aldana,14.7,Duro,30.6,Michael,-14.7,Miguel
03/12/2017,887,2,,H,-19.4,Aldana,20.1,Duro,34.0,Michael,-34.7,Miguel
03/12/2017,888,2,,H,-12.5,Aldana,10.2,Duro,49.0,Michael,-46.7,Miguel
03/12/2017,889,2,,T,-38.4,Aldana,36.2,Duro,18.4,Michael,-36.2,Miguel
04/12/2017,890,2,,H,35.0,Jess,-13.3,Lucas Albor,12.4,Luli,-34.1,Pablo (2de6)
04/12/2017,891,2,,H,15.5,Adrian,-8.8,Koki,-45.4,Lucas,38.7,Naoko
04/12/2017,892,2,,H,64.2,Adrian,-30.9,Koki,-48.1,Lucio,14.8,Naoko
04/12/2017,893,2,,H,7.2,Dario,-30.0,Enio,-16.3,Figo/Iori,39.1,Michael
04/12/2017,894,2,,H,-33.5,Fer,8.1,Jess,-17.0,Lucas,42.4,Lucas Albor
04/12/2017,895,2,,H,40.9,Koki,-46.3,Lucio,16.1,Luli,-10.7,Naoko
04/12/2017,896,2,,H,-34.8,Enio,18.3,Figo/Iori,42.8,Michael,-46.3,Pablo (2de6)
04/12/2017,897,2,,T,-28.9,Fer,39.1,Jess,-17.7,Lucas,7.5,Lucas Albor
04/12/2017,898,2,,T,14.6,Koki,-12.4,Lucio,25.3,Luli,-27.5,Naoko
05/12/2017,899,2,,H,-29.8,Alejandro,-9.9,Fer,11.7,Miguel,28.0,Pato
05/12/2017,900,2,,H,-45.2,Figo/Iori,-3.5,Lucas,18.4,Lucio,29.3,Nico
05/12/2017,901,2,,H,0.0,Figo/Iori,-46.3,Lucas,46.3,Lucio,0.0,Nico
05/12/2017,902,2,,H,-22.2,Adrian,14.6,Alejandro,-50.0,Mauro,57.6,Pato
05/12/2017,903,2,,H,11.3,Akito,-62.0,Fer,-31.3,Lucas Albor,62.0,Michael
05/12/2017,904,2,,H,37.0,Chiwi,16.3,Koki,-31.8,Max D.,-21.5,Naoko
05/12/2017,905,2,,H,-17.2,Alejandro,42.1,Figo/Iori,14.5,Jess,-39.4,Lucio
05/12/2017,906,2,,H,-23.8,Duro,4.0,Fer,63.3,Lucas Albor,-43.5,Michael
05/12/2017,907,2,,H,14.8,Chiwi,-17.9,Koki,-35.7,Max D.,18.8,Naoko
05/12/2017,908,2,,T,-42.4,Alejandro,50.3,Lucio,13.2,Pablo (2de6),-21.1,Pato
05/12/2017,909,2,,H,32.4,Adrian,15.4,Lucas,-26.8,Mauro,-41.0,Nico
08/12/2017,910,2,19,H,61.1,Dario,-48.9,Kime,14.2,Lucas,-26.4,Nico
08/12/2017,911,2,19,H,-62.4,Dario,23.4,Kime,-32.4,Lucas,71.4,Nico
08/12/2017,912,2,,H,40.8,Adrian,11.9,Duro,-43.6,Lucio,-9.1,Michael
08/12/2017,913,2,,H,-31.4,Duro,48.7,Lucio,-42.7,Michael,-14.6,Romo
09/12/2017,914,2,,H,44.1,Adriel,-46.1,Dario,25.1,Lucas,-23.1,Lucio
09/12/2017,915,2,,H,22.0,Jess,-12.7,Haku/Kozi,41.5,Michael,-50.8,Nahuel
09/12/2017,916,2,,H,-32.2,Dario,8.8,Jess,34.2,Lucio,-12.8,Michael
09/12/2017,917,2,,H,-16.8,Adriel,19.4,Lucas,-38.7,Mati G. (minimati),36.1,Naoko
09/12/2017,918,2,,H,-45.6,Fer,-33.4,Jess,36.2,Luli,22.8,Michael
09/12/2017,919,2,,H,-24.3,Duro,-37.4,Lucas,11.5,Lucio,50.2,Naoko
09/12/2017,920,2,,H,36.7,Alejandro,-32.4,Koki,53.0,Haku/Kozi,-77.3,Nahuel
09/12/2017,921,2,,H,-5.0,Jess,-56.0,Koki,17.6,Luli,43.4,Michael
09/12/2017,922,2,,H,10.0,Duro,-12.6,Fer,-26.3,Lucio,28.9,Naoko
10/12/2017,923,2,,H,47.0,Adrian,-34.9,Koki,-20.0,Michael,7.9,Naoko
10/12/2017,924,2,,H,40.9,Adrian,10.1,Koki,-12.3,Michael,-38.7,Naoko
10/12/2017,925,2,,H,38.2,Adrian,-39.4,Koki,18.1,Michael,-16.9,Naoko
10/12/2017,926,2,,H,-56.3,Adrian,-15.6,Koki,62.3,Michael,9.6,Naoko
10/12/2017,927,2,,H,34.5,Adrian,19.6,Koki,-36.6,Michael,-17.5,Naoko
10/12/2017,928,2,,H,-49.8,Adrian,39.1,Koki,24.4,Michael,-13.7,Naoko
10/12/2017,929,2,,H,-44.0,Adrian,-20.2,Koki,18.8,Michael,45.4,Naoko
10/12/2017,930,2,,H,-33.1,Adrian,20.2,Koki,-18.7,Michael,31.6,Naoko
11/12/2017,931,2,,H,-10.5,Duro,42.2,Koki,-45.3,Michael,13.6,Naoko
11/12/2017,932,2,,H,31.6,Duro,-15.3,Koki,15.2,Michael,-33.5,Naoko
11/12/2017,933,2,,H,-23.1,Koki,-60.3,Mati G. (minimati),58.6,Naoko,24.8,Tamara
11/12/2017,934,2,,H,-13.1,Fer,-32.5,Koki,34.6,Lucas Albor,11.0,Naoko
11/12/2017,935,2,,H,-42.5,Chiwi,41.6,Dario,-17.4,Facu (UY),18.3,JC
12/12/2017,936,2,,H,-51.5,Alejandro,-17.5,Koki,15.7,Naoko,53.3,Pato
12/12/2017,937,2,,H,-15.0,Lucas Albor,11.2,Mati G. (minimati),28.4,Max D.,-25.6,Miguel
12/12/2017,938,2,,H,-16.8,Chiwi,12.6,Fer,35.5,Figo/Iori,-31.3,Lucio
12/12/2017,939,2,,H,13.1,Duro,-9.9,Figo/Iori,31.2,Lucio,-34.4,Miguel
12/12/2017,940,2,,H,50.4,Fer,-51.4,Lucas,-19.2,Lucas Albor,20.2,Mati G. (minimati)
12/12/2017,941,2,,H,-34.2,Alejandro,41.2,Jess,13.0,Koki,-20.0,Luli
12/12/2017,942,2,,H,12.4,Koki,-10.1,Lucas,-29.4,Luli,27.1,Naoko
12/12/2017,943,2,,H,-45.3,Fer,43.0,Figo/Iori,-19.1,Lucas Albor,21.4,Michael
12/12/2017,944,2,,H,-35.3,Chiwi,-24.9,Jess,17.0,Lucio,43.2,Mauro
12/12/2017,945,2,,H,-12.5,Chiwi,-51.3,Mauro,42.4,Michael,21.4,Naoko
13/12/2017,946,2,,H,-19.3,Duro,-32.0,Fer,16.0,Michael,35.3,Romo
15/12/2017,947,2,,H,-34.8,Adrian,29.8,Duro,18.6,Michael,-33.6,Romo
15/12/2017,948,2,,H,-8.4,Adrian,12.5,Duro,37.4,Michael,-41.5,Romo
15/12/2017,949,2,,H,-37.2,Adrian,44.8,Duro,13.1,Michael,-40.7,Romo
15/12/2017,950,2,,H,33.9,Adrian,-45.8,Duro,-9.4,Michael,21.3,Romo
16/12/2017,951,2,2,H,-46.2,Juli F,37.5,Mati,-2.7,Mauro,11.4,Pato
16/12/2017,952,2,2,H,-12.3,Adrian,8.3,Chiwi,-23.3,Lucio,27.3,Nico
16/12/2017,953,2,2,H,22.4,Figo/Iori,-23.3,Guile,-6.9,Jess,7.8,Romo
16/12/2017,954,2,2,H,-9.5,Facu (UY),11.9,Koki,22.5,Lucas,-24.9,Mati G. (minimati)
16/12/2017,955,2,2,H,-12.0,Dario,-42.9,Davy,11.8,Fer,43.1,Naoko
16/12/2017,956,2,2,H,21.1,Chiwi,-1.0,Juli F,-30.9,Koki,-9.2,Haku/Kozi
16/12/2017,957,2,2,H,12.9,Enio,-31.3,Figo/Iori,28.3,Lucas,-9.9,Mauro
16/12/2017,958,2,2,H,-44.4,Jess,39.1,Lucas Albor,-14.0,Mati G. (minimati),19.3,Nico
16/12/2017,959,2,2,H,-25.2,Adrian,-15.7,Facu (UY),-9.6,Guile,30.5,Mati
16/12/2017,960,2,2,H,3.4,Lucio,41.5,Pato,-12.1,Pedro,-32.8,Romo
16/12/2017,961,2,2,H,3.3,Chiwi,-32.2,Dario,41.3,Enio,-12.4,Pato
16/12/2017,962,2,2,H,-7.1,Adrian,25.8,Fer,13.4,Juli F,-32.1,Pedro
16/12/2017,963,2,2,H,9.9,Lucas Albor,28.0,Lucio,-25.6,Mati,-12.3,Naoko
16/12/2017,964,2,2,H,-27.2,Davy,-4.7,Haku/Kozi,-15.4,Mauro,47.3,Nico
16/12/2017,965,2,2,H,5.6,Guile,-6.1,Mauro,18.3,Naoko,-17.8,Pedro
16/12/2017,966,2,2,H,24.8,Haku/Kozi,7.4,Mati,-24.1,Mati G. (minimati),-8.1,Romo
16/12/2017,967,2,2,H,-21.3,Davy,-7.9,Facu (UY),24.5,Figo/Iori,4.7,Pato
16/12/2017,968,2,2,H,12.0,Dario,0.3,Juli F,37.6,Lucas,-49.9,Lucas Albor
16/12/2017,969,2,2,H,-36.3,Enio,11.0,Fer,25.1,Jess,-19.8,Koki
16/12/2017,970,2,2,H,5.9,Fer,-22.4,Guile,-9.5,Lucas,26.0,Nico
16/12/2017,971,2,2,H,1.7,Chiwi,-29.4,Figo/Iori,-19.2,Mati G. (minimati),46.9,Naoko
16/12/2017,972,2,2,H,9.5,Dario,25.6,Facu (UY),-10.8,Jess,-24.3,Lucio
16/12/2017,973,2,2,H,6.1,Adrian,23.3,Davy,-25.2,Koki,-4.2,Romo
16/12/2017,974,2,2,H,38.2,Enio,25.0,Haku/Kozi,-75.8,Lucas Albor,-7.4,Pedro
17/12/2017,975,2,2,H,-7.5,Enio,21.5,Fer,-24.3,Haku/Kozi,10.3,Nico
17/12/2017,976,2,2,H,8.8,Enio,15.2,Fer,-29.4,Haku/Kozi,-14.6,Nico
17/12/2017,977,2,2,H,-28.1,Lucas,-15.9,Mati,14.9,Naoko,29.1,Pato
17/12/2017,978,2,2,H,13.7,Lucas,-8.1,Mati,13.7,Naoko,-19.3,Pato
17/12/2017,979,2,2,H,-4.3,Enio,-39.9,Fer,11.8,Naoko,32.4,Pato
17/12/2017,980,2,2,H,7.3,Enio,34.7,Fer,-30.4,Naoko,-11.6,Pato
01/01/2018,981,3,,H,-7.7,Adrian,12.7,Koki,37.6,Michael,-42.6,Naoko
01/01/2018,982,3,,H,17.9,Adrian,-44.4,Koki,-15.2,Michael,41.7,Naoko
01/01/2018,983,3,,H,-59.9,Adrian,15.3,Koki,-12.3,Michael,56.9,Naoko
01/01/2018,984,3,,H,-57.2,Adrian,-24.2,Koki,12.6,Michael,68.8,Naoko
01/01/2018,985,3,,H,45.5,Adrian,-16.7,Koki,-38.3,Michael,9.5,Naoko
01/01/2018,986,3,,H,-37.1,Adrian,-14.1,Koki,38.5,Michael,12.7,Naoko
01/01/2018,987,3,,H,20.8,Adrian,53.6,Koki,-59.3,Michael,-15.1,Naoko
01/01/2018,988,3,,H,47.9,Adrian,-18.0,Koki,9.9,Michael,-39.8,Naoko
01/01/2018,989,3,,H,-22.5,Adrian,7.3,Duro,-44.0,Koki,59.2,Naoko
01/01/2018,990,3,,H,35.5,Duro,-32.5,Koki,-37.4,Michael,14.4,Naoko
01/01/2018,991,3,,H,-21.4,Adrian,-46.6,Duro,46.1,Koki,21.9,Michael
02/01/2018,992,3,,H,12.5,Chiwi,-8.1,Lucas,-39.1,Luli,34.7,Nico
02/01/2018,993,3,,H,47.2,Figo/Iori,-49.1,Haku/Kozi,-14.8,Lucas Albor,16.7,Lucio
02/01/2018,994,3,,H,-11.4,Chiwi,-47.1,Enio,47.2,Fer,11.3,Lucas
02/01/2018,995,3,,H,-44.6,Dario,-17.1,Luli,20.5,Michael,41.2,Nico
02/01/2018,996,3,,H,-21.4,Fer,12.3,Lucas,-47.1,Michael,55.2,Nico
02/01/2018,997,3,,H,77.0,Chiwi,-49.4,Dario,0.4,Enio,-28.0,Luli
03/01/2018,998,3,,H,-21.7,Jess,48.5,Lucas,-50.5,Luli,23.7,Mauro
03/01/2018,999,3,,H,41.4,JC,20.1,Jess,-7.1,Luli,-54.4,Mauro
03/01/2018,1000,3,,H,39.8,JC,11.0,Jess,-40.7,Lucas,-10.1,Luli
04/01/2018,1001,3,,H,12.8,Facu (UY),-13.9,Haku/Kozi,-47.3,Lucas,48.4,Nico
04/01/2018,1002,3,,H,-20.3,Enio,-50.4,JC,4.6,Lucas,66.1,Nico
04/01/2018,1003,3,,H,-19.1,Enio,49.4,Lucas,-47.4,Mauro,17.1,Nico
04/01/2018,1004,3,,H,-46.8,Enio,69.2,Lucas,-26.3,Mauro,3.9,Nico
06/01/2018,1005,3,,H,22.1,Figo/Iori,-14.8,Koki,48.3,Mati,-55.6,Michael
06/01/2018,1006,3,,H,-9.1,Figo/Iori,13.7,Koki,38.8,Mati,-44.4,Michael
06/01/2018,1007,3,,H,40.9,Lucas Albor,-12.0,Lucio,9.7,Nahuel,-38.6,Naoko
06/01/2018,1008,3,,H,-10.6,Fer,-44.9,Figo/Iori,41.9,Michael,13.6,Naoko
06/01/2018,1009,3,,H,23.0,Koki,-20.5,Lucas Albor,-52.5,Lucio,50.0,Mati
06/01/2018,1010,3,,H,44.7,Fer,15.4,Figo/Iori,-56.0,Michael,-5.1,Naoko
08/01/2018,1011,3,,H,12.8,Adrian,-38.2,Chiwi,-14.6,Figo/Iori,40.0,Lucas
08/01/2018,1012,3,,H,40.1,Adrian,-38.8,Fer,14.3,Figo/Iori,-15.6,Lucas Albor
08/01/2018,1013,3,,H,44.1,Fer,19.2,Figo/Iori,-48.8,Lucas,-16.5,Michael
09/01/2018,1014,3,,H,16.3,Adrian,-12.2,Lucas,-42.4,Mauro,38.3,Nico
09/01/2018,1015,3,,H,36.9,Figo/Iori,16.6,Koki,-40.9,Lucio,-12.6,Naoko
09/01/2018,1016,3,,H,-12.0,Adrian,-49.7,Chiwi,-9.7,Lucas,41.4,Luli
09/01/2018,1017,3,,H,-26.8,Fer,-26.8,Lucas Albor,42.7,Mauro,10.9,Nico
09/01/2018,1018,3,,H,-48.3,Figo/Iori,56.0,Lucas,-19.6,Lucio,11.9,Luli
09/01/2018,1019,3,,H,43.4,Chiwi,20.3,Ini,-7.3,Koki,-56.4,Naoko
09/01/2018,1020,3,,H,46.0,Chiwi,-37.6,Ini,-15.0,Koki,6.6,Naoko
09/01/2018,1021,3,,H,36.2,Figo/Iori,12.0,Lucio,-11.5,Luli,-36.7,Nico
09/01/2018,1022,3,,H,-35.4,Enio,34.7,Fer,12.0,Lucas,-12.3,Lucas Albor
09/01/2018,1023,3,,H,-10.3,Ini,12.0,Koki,-38.3,Michael,36.6,Naoko
11/01/2018,1024,3,,H,-25.7,Adrian,-47.8,JC,24.5,Lucas,49.0,Nico
11/01/2018,1025,3,,H,-38.7,Adrian,28.5,JC,-18.3,Lucas,28.5,Nico
13/01/2018,1026,3,,T,-13.4,Adrian,37.0,Lucas,16.4,Lucio,-40.0,Nico
13/01/2018,1027,3,,H,68.6,Duro,-57.9,Koki,18.6,Michael,-29.3,Naoko
13/01/2018,1028,3,,H,12.1,Adrian,44.6,Duro,-9.4,Koki,-47.3,Naoko
13/01/2018,1029,3,,H,-13.2,Lucio,-34.2,Michael,34.1,Naoko,13.3,Nico
13/01/2018,1030,3,,H,47.2,Koki,-26.3,Lucio,26.9,Michael,-47.8,Naoko
13/01/2018,1031,3,,H,-8.4,Adrian,-47.2,Duro,38.6,Lucas,17.0,Nico
13/01/2018,1032,3,,T,60.4,Koki,-46.3,Lucio,-23.8,Michael,9.7,Naoko
13/01/2018,1033,3,,H,54.1,Koki,-51.2,Lucas,-20.2,Michael,17.3,Naoko
13/01/2018,1034,3,,H,20.8,Adrian,-47.2,Duro,-14.8,Lucio,41.2,Nico
13/01/2018,1035,3,,H,22.4,Lucas,-12.8,Lucio,-55.5,Michael,45.9,Nico
13/01/2018,1036,3,,H,-39.9,Adrian,40.4,Duro,-14.8,Koki,14.3,Naoko
14/01/2018,1037,3,,H,-17.8,Adrian,12.6,Lucas,-44.2,Lucio,48.4,Nico
14/01/2018,1038,3,,H,11.1,Duro,34.6,Koki,-33.0,Michael,-12.7,Naoko
14/01/2018,1039,3,,H,-54.6,Duro,17.8,Koki,-4.5,Lucas,41.3,Nico
14/01/2018,1040,3,,H,11.6,Adrian,-8.6,Lucio,56.5,Michael,-59.5,Naoko
14/01/2018,1041,3,,H,28.9,Lucas,28.9,Lucio,-15.1,Naoko,-42.7,Nico
14/01/2018,1042,3,,H,9.8,Adrian,-34.3,Duro,36.7,Koki,-12.2,Michael
14/01/2018,1043,3,,H,-11.3,Koki,16.5,Michael,45.4,Naoko,-50.6,Nico
14/01/2018,1044,3,,H,42.3,Adrian,-10.5,Duro,-48.3,Lucas,16.5,Lucio
14/01/2018,1045,3,,H,9.1,Koki,-59.9,Lucas,62.6,Lucio,-11.8,Naoko
14/01/2018,1046,3,,H,46.7,Adrian,-7.9,Duro,-56.7,Michael,17.9,Nico
14/01/2018,1047,3,,H,36.2,Koki,-10.1,Lucas,11.2,Michael,-37.3,Naoko
14/01/2018,1048,3,,H,-34.4,Adrian,-13.3,Duro,36.9,Lucio,10.8,Nico
14/01/2018,1049,3,,H,43.9,Adrian,-5.4,Koki,-57.5,Michael,19.0,Naoko
14/01/2018,1050,3,,H,-59.4,Duro,-8.3,Lucas,44.4,Lucio,23.3,Nico
14/01/2018,1051,3,,T,44.8,Chiwi,-49.0,Juli F,-20.9,Mati,24.1,Pedro
14/01/2018,1052,3,,T,-42.4,Chiwi,44.4,Mati,-12.0,Mayra,10.0,Pedro
14/01/2018,1053,3,,T,40.3,Juli F,10.9,Mati,-38.4,Mayra,-12.8,Pedro
14/01/2018,1054,3,,T,-43.3,Chiwi,-13.5,Juli F,42.7,Mati,14.1,Mayra
14/01/2018,1055,3,,T,-13.4,Chiwi,-34.2,Juli F,7.5,Mayra,40.1,Pedro
15/01/2018,1056,3,,H,-78.2,Federico Albor,89.0,Franco Albor,0.8,Lucas Albor,-51.6,Santiago Albor
16/01/2018,1057,3,,H,9.8,Chiwi,-39.8,Fer,39.3,Lucas Albor,-9.3,Romo
16/01/2018,1058,3,,H,-55.1,Figo/Iori,14.5,Koki,-6.8,Luli,47.4,Naoko
16/01/2018,1059,3,,H,-10.3,Fer,-37.8,Figo/Iori,37.8,Koki,10.3,Naoko
16/01/2018,1060,3,,H,-20.4,Chiwi,19.7,Lucas,50.1,Lucas Albor,-49.4,Lucio
